,Temp (C),Temp (F),Dew Point (C),Dew Point (F),Humidity (%),Wind Speed (km/h),Wind Speed (mph),Wind Gust (km/h),Wind Gust (mph),Wind Dir (Degrees),Wind Dir (Compass),Visibility (km),Visibility (miles),Pressure (mb),Pressure (in),Wind Chill (C),Wind Chill (F),Heat Index (C),Heat Index (F),Precipitation (mm),Precipitation (in),Weather Condition,Weather Icon,Fog Present (1/0),Rain Present (1/0),Snow Present (1/0),Hail Present (1/0),Thunder Present (1/0),Tornado Present (1/0),Month,Hour,Minute,day
112,18.0,64.4,13.0,55.4,73.0,9.3,5.8,33.3,20.7,170,South,16.1,10.0,1006.0,29.71,0.2,32.3,29.7,85.4,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0,1,5,49,4
113,17.8,64.0,13.3,55.9,75.0,9.3,5.8,33.3,20.7,160,SSE,16.1,10.0,1005.0,29.68,0.2,32.3,29.7,85.4,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0,1,5,51,4
114,22.2,72.0,14.4,57.9,61.0,0.0,0.0,33.3,20.7,0,North,16.1,10.0,1000.0,29.53,0.2,32.3,29.7,85.4,0.5,0.02,Scattered Clouds,partlycloudy,0,0,0,0,0,0,1,13,51,4
115,23.9,75.0,13.9,57.0,53.0,18.5,11.5,33.3,20.7,260,West,16.1,10.0,999.0,29.5,0.2,32.3,29.7,85.4,0.5,0.02,Scattered Clouds,partlycloudy,0,0,0,0,0,0,1,14,51,4
116,25.6,78.1,13.3,55.9,46.0,16.7,10.4,29.6,18.4,250,WSW,16.1,10.0,998.0,29.47,0.2,32.3,29.7,85.4,0.5,0.02,Clear,clear,0,0,0,0,0,0,1,15,51,4
117,25.6,78.1,12.8,55.0,45.0,13.0,8.1,29.6,18.4,220,SW,16.1,10.0,997.4,29.46,0.2,32.3,29.7,85.4,0.5,0.02,Partly Cloudy,partlycloudy,0,0,0,0,0,0,1,16,51,4
118,25.0,77.0,12.2,54.0,45.0,11.1,6.9,33.3,20.7,0,Variable,16.1,10.0,997.9,29.47,0.2,32.3,29.7,85.4,0.5,0.02,Partly Cloudy,partlycloudy,0,0,0,0,0,0,1,17,51,4
119,21.7,71.1,13.3,55.9,59.0,0.0,0.0,33.3,20.7,0,North,12.9,8.0,999.0,29.5,0.2,32.3,29.7,85.4,0.0,0.0,Light Rain,rain,0,1,0,0,0,0,1,18,51,4
120,18.9,66.0,14.4,57.9,75.0,5.6,3.5,33.3,20.7,280,West,16.1,10.0,1000.1,29.54,0.2,32.3,29.7,85.4,0.3,0.01,Mostly Cloudy,mostlycloudy,0,0,0,0,0,0,1,19,51,4
121,20.6,69.1,13.9,57.0,65.0,7.4,4.6,33.3,20.7,0,Variable,16.1,10.0,1001.1,29.57,0.2,32.3,29.7,85.4,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0,1,20,51,4
122,20.6,69.1,13.3,55.9,63.0,5.6,3.5,33.3,20.7,260,West,16.1,10.0,1001.9,29.59,0.2,32.3,29.7,85.4,0.5,0.02,Scattered Clouds,partlycloudy,0,0,0,0,0,0,1,21,51,4
123,21.0,69.8,10.0,50.0,49.0,7.4,4.6,33.3,20.7,0,North,16.1,10.0,1003.1,29.62,0.2,32.3,29.7,85.4,0.5,0.02,Mostly Cloudy,mostlycloudy,0,0,0,0,0,0,1,22,51,4
124,16.7,62.1,6.1,43.0,50.0,0.0,0.0,33.3,20.7,0,North,16.1,10.0,1003.7,29.64,0.2,32.3,29.7,85.4,0.5,0.02,Mostly Cloudy,mostlycloudy,0,0,0,0,0,0,1,23,51,4
125,10.0,50.0,0.0,32.0,50.0,5.6,3.5,33.3,20.7,0,Variable,16.1,10.0,1023.7,30.23,0.2,32.3,29.7,85.4,0.5,0.02,Clear,clear,0,0,0,0,0,0,1,0,51,5
126,10.0,50.0,2.8,37.0,61.0,7.4,4.6,33.3,20.7,0,North,16.1,10.0,1023.0,30.21,0.2,32.3,29.7,85.4,0.5,0.02,Clear,clear,0,0,0,0,0,0,1,1,51,5
127,10.0,50.0,0.6,33.1,52.0,9.3,5.8,33.3,20.7,150,SSE,16.1,10.0,1022.4,30.19,0.2,32.3,29.7,85.4,0.5,0.02,Mostly Cloudy,mostlycloudy,0,0,0,0,0,0,1,2,51,5
128,10.0,50.0,0.0,32.0,50.0,0.0,0.0,33.3,20.7,0,North,16.1,10.0,1022.5,30.2,0.2,32.3,29.7,85.4,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0,1,3,51,5
129,10.0,50.0,1.1,34.0,54.0,0.0,0.0,33.3,20.7,0,North,16.1,10.0,1022.4,30.19,0.2,32.3,29.7,85.4,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0,1,4,51,5
130,10.0,50.0,2.2,36.0,59.0,5.6,3.5,33.3,20.7,0,Variable,16.1,10.0,1022.4,30.19,0.2,32.3,29.7,85.4,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0,1,5,51,5
131,10.0,50.0,2.8,37.0,61.0,0.0,0.0,33.3,20.7,0,North,16.1,10.0,1022.9,30.21,0.2,32.3,29.7,85.4,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0,1,6,51,5
132,9.4,48.9,2.2,36.0,61.0,11.1,6.9,33.3,20.7,170,South,16.1,10.0,1023.1,30.22,0.2,32.3,29.7,85.4,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0,1,7,51,5
133,8.9,48.0,5.0,41.0,77.0,0.0,0.0,33.3,20.7,0,North,9.7,6.0,1023.9,30.24,0.2,32.3,29.7,85.4,0.3,0.01,Light Rain,rain,0,1,0,0,0,0,1,8,51,5
134,8.3,46.9,6.1,43.0,86.0,5.6,3.5,33.3,20.7,0,Variable,8.0,5.0,1023.2,30.22,0.2,32.3,29.7,85.4,1.3,0.05,Light Rain,rain,0,1,0,0,0,0,1,9,51,5
135,9.0,48.2,6.0,42.8,82.0,11.1,6.9,33.3,20.7,150,SSE,8.0,5.0,1023.6,30.23,0.2,32.3,29.7,85.4,0.8,0.03,Light Rain,rain,0,1,0,0,0,0,1,10,48,5
136,8.9,48.0,6.7,44.1,86.0,9.3,5.8,33.3,20.7,0,Variable,9.7,6.0,1022.7,30.2,0.2,32.3,29.7,85.4,0.8,0.03,Light Rain,rain,0,1,0,0,0,0,1,10,51,5
137,8.9,48.0,5.6,42.1,80.0,0.0,0.0,33.3,20.7,0,North,16.1,10.0,1023.6,30.23,0.2,32.3,29.7,85.4,0.0,0.0,Overcast,cloudy,0,0,0,0,0,0,1,11,16,5
138,8.9,48.0,6.1,43.0,83.0,7.4,4.6,33.3,20.7,0,Variable,16.1,10.0,1023.6,30.23,0.2,32.3,29.7,85.4,0.0,0.0,Overcast,cloudy,0,0,0,0,0,0,1,11,23,5
139,8.3,46.9,6.1,43.0,86.0,13.0,8.1,33.3,20.7,160,SSE,4.0,2.5,1022.2,30.19,0.2,32.3,29.7,85.4,0.5,0.02,Light Rain,rain,0,1,0,0,0,0,1,11,51,5
140,8.3,46.9,6.1,43.0,86.0,9.3,5.8,33.3,20.7,0,Variable,8.0,5.0,1022.9,30.21,0.2,32.3,29.7,85.4,0.3,0.01,Light Rain,rain,0,1,0,0,0,0,1,11,59,5
141,8.3,46.9,6.1,43.0,86.0,7.4,4.6,33.3,20.7,0,North,11.3,7.0,1021.7,30.17,0.2,32.3,29.7,85.4,0.8,0.03,Light Rain,rain,0,1,0,0,0,0,1,12,51,5
142,8.3,46.9,5.6,42.1,83.0,13.0,8.1,29.6,18.4,160,SSE,16.1,10.0,1022.2,30.19,0.2,32.3,29.7,85.4,0.0,0.0,Overcast,cloudy,0,0,0,0,0,0,1,13,25,5
143,8.9,48.0,6.1,43.0,83.0,9.3,5.8,33.3,20.7,0,Variable,16.1,10.0,1021.2,30.16,0.2,32.3,29.7,85.4,0.0,0.0,Overcast,cloudy,0,0,0,0,0,0,1,13,51,5
144,8.9,48.0,6.1,43.0,83.0,5.6,3.5,33.3,20.7,0,Variable,16.1,10.0,1021.6,30.17,0.2,32.3,29.7,85.4,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0,1,14,4,5
145,8.9,48.0,5.6,42.1,80.0,9.3,5.8,33.3,20.7,0,Variable,16.1,10.0,1020.8,30.15,0.2,32.3,29.7,85.4,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0,1,14,51,5
146,9.4,48.9,5.0,41.0,74.0,5.6,3.5,33.3,20.7,0,Variable,16.1,10.0,1020.5,30.14,0.2,32.3,29.7,85.4,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0,1,15,51,5
147,8.9,48.0,6.1,43.0,83.0,9.3,5.8,33.3,20.7,0,Variable,11.3,7.0,1020.0,30.12,0.2,32.3,29.7,85.4,0.3,0.01,Light Rain,rain,0,1,0,0,0,0,1,16,51,5
148,8.9,48.0,6.1,43.0,83.0,11.1,6.9,33.3,20.7,100,East,11.3,7.0,1020.5,30.14,0.2,32.3,29.7,85.4,0.0,0.0,Light Rain,rain,0,1,0,0,0,0,1,16,59,5
149,9.0,48.2,7.0,44.6,87.0,11.1,6.9,33.3,20.7,70,ENE,3.2,2.0,1020.2,30.13,0.2,32.3,29.7,85.4,0.0,0.0,Light Rain,rain,0,1,0,0,0,0,1,17,49,5
150,8.9,48.0,7.2,45.0,89.0,9.3,5.8,33.3,20.7,0,Variable,3.2,2.0,1019.6,30.11,0.2,32.3,29.7,85.4,0.0,0.0,Light Rain,rain,0,1,0,0,0,0,1,17,51,5
151,8.9,48.0,7.2,45.0,89.0,9.3,5.8,33.3,20.7,60,ENE,6.4,4.0,1020.2,30.13,0.2,32.3,29.7,85.4,0.3,0.01,Overcast,cloudy,0,0,0,0,0,0,1,18,9,5
152,8.9,48.0,7.8,46.0,93.0,7.4,4.6,33.3,20.7,80,East,3.2,2.0,1020.2,30.13,0.2,32.3,29.7,85.4,0.3,0.01,Overcast,cloudy,0,0,0,0,0,0,1,18,21,5
153,8.9,48.0,7.2,45.0,89.0,13.0,8.1,33.3,20.7,70,ENE,2.8,1.8,1020.2,30.13,0.2,32.3,29.7,85.4,0.3,0.01,Overcast,cloudy,0,0,0,0,0,0,1,18,35,5
154,8.3,46.9,7.2,45.0,93.0,14.8,9.2,33.3,20.7,70,ENE,2.8,1.8,1019.3,30.1,0.2,32.3,29.7,85.4,0.3,0.01,Overcast,cloudy,0,0,0,0,0,0,1,18,51,5
155,8.3,46.9,7.2,45.0,93.0,7.4,4.6,33.3,20.7,0,Variable,3.2,2.0,1019.9,30.12,0.2,32.3,29.7,85.4,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0,1,19,15,5
156,8.3,46.9,7.2,45.0,93.0,18.5,11.5,33.3,20.7,70,ENE,2.4,1.5,1019.9,30.12,0.2,32.3,29.7,85.4,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0,1,19,29,5
157,8.3,46.9,7.2,45.0,93.0,14.8,9.2,33.3,20.7,70,ENE,4.8,3.0,1019.9,30.12,0.2,32.3,29.7,85.4,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0,1,19,39,5
158,8.0,46.4,7.0,44.6,93.0,14.8,9.2,33.3,20.7,60,ENE,4.0,2.5,1020.2,30.13,5.5,41.9,29.7,85.4,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0,1,19,47,5
159,8.3,46.9,6.7,44.1,90.0,14.8,9.2,33.3,20.7,60,ENE,4.8,3.0,1019.4,30.11,0.2,32.3,29.7,85.4,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0,1,19,51,5
160,7.2,45.0,5.6,42.1,90.0,14.8,9.2,33.3,20.7,80,East,9.7,6.0,1019.6,30.11,4.5,40.1,29.7,85.4,0.0,0.0,Overcast,cloudy,0,0,0,0,0,0,1,20,51,5
161,7.2,45.0,5.6,42.1,90.0,11.1,6.9,33.3,20.7,0,Variable,12.9,8.0,1019.0,30.09,5.1,41.2,29.7,85.4,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0,1,21,51,5
162,7.2,45.0,5.6,42.1,90.0,9.3,5.8,33.3,20.7,0,Variable,14.5,9.0,1018.8,30.09,5.5,41.8,29.7,85.4,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0,1,22,51,5
163,7.8,46.0,6.7,44.1,93.0,0.0,0.0,33.3,20.7,0,North,4.8,3.0,1018.9,30.09,0.2,32.3,29.7,85.4,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0,1,23,51,5
164,22.8,73.0,18.3,64.9,76.0,0.0,0.0,33.3,20.7,0,North,12.9,8.0,1015.3,29.99,0.2,32.3,29.7,85.4,0.5,0.02,Clear,clear,0,0,0,0,0,0,1,0,51,6
165,22.2,72.0,18.3,64.9,78.0,5.6,3.5,33.3,20.7,40,NE,11.3,7.0,1015.6,29.99,0.2,32.3,29.7,85.4,0.5,0.02,Clear,clear,0,0,0,0,0,0,1,1,51,6
166,21.1,70.0,16.7,62.1,76.0,13.0,8.1,33.3,20.7,70,ENE,12.9,8.0,1016.0,30.01,0.2,32.3,29.7,85.4,0.5,0.02,Clear,clear,0,0,0,0,0,0,1,2,51,6
167,21.7,71.1,11.7,53.1,53.0,7.4,4.6,33.3,20.7,80,East,16.1,10.0,1016.3,30.01,0.2,32.3,29.7,85.4,0.5,0.02,Clear,clear,0,0,0,0,0,0,1,3,51,6
168,21.7,71.1,10.0,50.0,47.0,5.6,3.5,33.3,20.7,50,NE,16.1,10.0,1016.7,30.03,0.2,32.3,29.7,85.4,0.5,0.02,Clear,clear,0,0,0,0,0,0,1,4,51,6
169,21.1,70.0,11.1,52.0,53.0,5.6,3.5,33.3,20.7,0,Variable,12.9,8.0,1017.5,30.05,0.2,32.3,29.7,85.4,0.5,0.02,Clear,clear,0,0,0,0,0,0,1,5,51,6
170,22.2,72.0,8.9,48.0,43.0,9.3,5.8,33.3,20.7,60,ENE,14.5,9.0,1018.0,30.06,0.2,32.3,29.7,85.4,0.5,0.02,Partly Cloudy,partlycloudy,0,0,0,0,0,0,1,6,51,6
171,22.8,73.0,10.0,50.0,44.0,0.0,0.0,33.3,20.7,0,North,14.5,9.0,1018.5,30.08,0.2,32.3,29.7,85.4,0.5,0.02,Partly Cloudy,partlycloudy,0,0,0,0,0,0,1,7,51,6
172,23.9,75.0,9.4,48.9,40.0,7.4,4.6,33.3,20.7,0,Variable,14.5,9.0,1018.8,30.09,0.2,32.3,29.7,85.4,0.5,0.02,Clear,clear,0,0,0,0,0,0,1,8,51,6
173,25.0,77.0,8.9,48.0,36.0,11.1,6.9,33.3,20.7,70,ENE,14.5,9.0,1019.0,30.09,0.2,32.3,29.7,85.4,0.5,0.02,Clear,clear,0,0,0,0,0,0,1,9,51,6
174,25.0,77.0,8.9,48.0,36.0,16.7,10.4,33.3,20.7,120,ESE,12.9,8.0,1019.0,30.09,0.2,32.3,29.7,85.4,0.5,0.02,Clear,clear,0,0,0,0,0,0,1,10,51,6
175,26.1,79.0,8.9,48.0,34.0,14.8,9.2,33.3,20.7,70,ENE,12.9,8.0,1019.1,30.1,0.2,32.3,29.7,85.4,0.5,0.02,Clear,clear,0,0,0,0,0,0,1,11,51,6
176,26.7,80.1,10.0,50.0,35.0,14.8,9.2,33.3,20.7,70,ENE,12.9,8.0,1019.0,30.09,0.2,32.3,29.7,85.4,0.5,0.02,Clear,clear,0,0,0,0,0,0,1,12,51,6
177,26.7,80.1,10.0,50.0,35.0,9.3,5.8,33.3,20.7,0,Variable,12.9,8.0,1018.8,30.09,0.2,32.3,29.7,85.4,0.5,0.02,Clear,clear,0,0,0,0,0,0,1,13,51,6
178,27.8,82.0,10.0,50.0,33.0,14.8,9.2,33.3,20.7,90,East,12.9,8.0,1018.7,30.09,0.2,32.3,29.7,85.4,0.5,0.02,Partly Cloudy,partlycloudy,0,0,0,0,0,0,1,14,51,6
179,27.2,81.0,8.9,48.0,31.0,14.8,9.2,33.3,20.7,60,ENE,12.9,8.0,1019.0,30.09,0.2,32.3,29.7,85.4,0.5,0.02,Scattered Clouds,partlycloudy,0,0,0,0,0,0,1,15,51,6
180,26.7,80.1,12.2,54.0,40.0,13.0,8.1,33.3,20.7,60,ENE,12.9,8.0,1018.7,30.09,0.2,32.3,26.7,80.0,0.5,0.02,Scattered Clouds,partlycloudy,0,0,0,0,0,0,1,16,51,6
181,25.6,78.1,12.2,54.0,43.0,13.0,8.1,33.3,20.7,150,SSE,12.9,8.0,1018.6,30.08,0.2,32.3,29.7,85.4,0.5,0.02,Clear,clear,0,0,0,0,0,0,1,17,51,6
182,24.4,75.9,12.2,54.0,46.0,7.4,4.6,33.3,20.7,0,North,12.9,8.0,1019.1,30.1,0.2,32.3,29.7,85.4,0.5,0.02,Clear,clear,0,0,0,0,0,0,1,18,51,6
183,23.9,75.0,11.7,53.1,46.0,7.4,4.6,33.3,20.7,0,North,12.9,8.0,1019.3,30.1,0.2,32.3,29.7,85.4,0.5,0.02,Clear,clear,0,0,0,0,0,0,1,19,51,6
184,21.7,71.1,11.1,52.0,51.0,5.6,3.5,33.3,20.7,140,SE,14.5,9.0,1020.1,30.13,0.2,32.3,29.7,85.4,0.5,0.02,Clear,clear,0,0,0,0,0,0,1,20,51,6
185,21.1,70.0,11.1,52.0,53.0,5.6,3.5,33.3,20.7,0,Variable,14.5,9.0,1020.6,30.14,0.2,32.3,29.7,85.4,0.5,0.02,Clear,clear,0,0,0,0,0,0,1,21,51,6
186,20.0,68.0,11.1,52.0,56.0,9.3,5.8,33.3,20.7,0,Variable,14.5,9.0,1020.9,30.15,0.2,32.3,29.7,85.4,0.5,0.02,Clear,clear,0,0,0,0,0,0,1,22,51,6
187,19.4,66.9,11.7,53.1,61.0,7.4,4.6,33.3,20.7,60,ENE,14.5,9.0,1021.2,30.16,0.2,32.3,29.7,85.4,0.5,0.02,Clear,clear,0,0,0,0,0,0,1,23,51,6
188,23.3,73.9,15.6,60.1,62.0,7.4,4.6,33.3,20.7,0,Variable,16.1,10.0,1016.6,30.02,0.2,32.3,29.7,85.4,0.5,0.02,Clear,clear,0,0,0,0,0,0,1,0,51,7
189,23.3,73.9,15.6,60.1,62.0,5.6,3.5,33.3,20.7,0,Variable,16.1,10.0,1016.6,30.02,0.2,32.3,29.7,85.4,0.5,0.02,Clear,clear,0,0,0,0,0,0,1,1,51,7
190,22.8,73.0,13.3,55.9,55.0,0.0,0.0,33.3,20.7,0,North,16.1,10.0,1016.1,30.01,0.2,32.3,29.7,85.4,0.5,0.02,Clear,clear,0,0,0,0,0,0,1,2,51,7
191,22.2,72.0,13.3,55.9,57.0,7.4,4.6,33.3,20.7,0,Variable,16.1,10.0,1016.0,30.01,0.2,32.3,29.7,85.4,0.5,0.02,Clear,clear,0,0,0,0,0,0,1,3,51,7
192,21.7,71.1,13.9,57.0,61.0,5.6,3.5,33.3,20.7,0,Variable,16.1,10.0,1016.0,30.01,0.2,32.3,29.7,85.4,0.5,0.02,Clear,clear,0,0,0,0,0,0,1,4,51,7
193,21.7,71.1,15.6,60.1,68.0,0.0,0.0,33.3,20.7,0,North,14.5,9.0,1016.2,30.01,0.2,32.3,29.7,85.4,0.5,0.02,Clear,clear,0,0,0,0,0,0,1,5,51,7
194,22.8,73.0,17.2,63.0,71.0,0.0,0.0,33.3,20.7,0,North,14.5,9.0,1016.1,30.01,0.2,32.3,29.7,85.4,0.5,0.02,Clear,clear,0,0,0,0,0,0,1,6,51,7
195,22.8,73.0,18.3,64.9,76.0,0.0,0.0,33.3,20.7,0,North,12.9,8.0,1016.0,30.01,0.2,32.3,29.7,85.4,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0,1,7,51,7
196,23.9,75.0,18.9,66.0,73.0,9.3,5.8,33.3,20.7,170,South,12.9,8.0,1015.8,30.0,0.2,32.3,29.7,85.4,0.5,0.02,Scattered Clouds,partlycloudy,0,0,0,0,0,0,1,8,51,7
197,25.0,77.0,19.4,66.9,71.0,7.4,4.6,33.3,20.7,0,Variable,12.9,8.0,1015.3,29.99,0.2,32.3,29.7,85.4,0.5,0.02,Mostly Cloudy,mostlycloudy,0,0,0,0,0,0,1,9,51,7
198,25.0,77.0,19.4,66.9,71.0,11.1,6.9,33.3,20.7,0,Variable,12.9,8.0,1014.9,29.97,0.2,32.3,29.7,85.4,0.5,0.02,Mostly Cloudy,mostlycloudy,0,0,0,0,0,0,1,10,51,7
199,25.0,77.0,20.0,68.0,74.0,11.1,6.9,33.3,20.7,180,South,12.9,8.0,1014.8,29.97,0.2,32.3,29.7,85.4,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0,1,11,51,7
200,25.6,78.1,20.0,68.0,71.0,9.3,5.8,33.3,20.7,0,Variable,14.5,9.0,1015.1,29.98,0.2,32.3,29.7,85.4,0.5,0.02,Scattered Clouds,partlycloudy,0,0,0,0,0,0,1,12,36,7
201,25.6,78.1,20.0,68.0,71.0,11.1,6.9,33.3,20.7,160,SSE,14.5,9.0,1014.1,29.95,0.2,32.3,29.7,85.4,0.5,0.02,Partly Cloudy,partlycloudy,0,0,0,0,0,0,1,12,51,7
202,25.6,78.1,20.0,68.0,71.0,14.8,9.2,33.3,20.7,180,South,14.5,9.0,1015.1,29.98,0.2,32.3,29.7,85.4,0.5,0.02,Mostly Cloudy,mostlycloudy,0,0,0,0,0,0,1,13,8,7
203,25.0,77.0,20.6,69.1,76.0,11.1,6.9,33.3,20.7,150,SSE,12.9,8.0,1013.8,29.94,0.2,32.3,29.7,85.4,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0,1,13,51,7
204,25.0,77.0,20.6,69.1,76.0,9.3,5.8,33.3,20.7,0,Variable,12.9,8.0,1014.4,29.96,0.2,32.3,29.7,85.4,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0,1,14,21,7
205,25.6,78.1,21.1,70.0,76.0,7.4,4.6,33.3,20.7,0,North,12.9,8.0,1012.3,29.9,0.2,32.3,29.7,85.4,0.5,0.02,Mostly Cloudy,mostlycloudy,0,0,0,0,0,0,1,14,51,7
206,23.9,75.0,21.1,70.0,84.0,7.4,4.6,33.3,20.7,0,North,6.4,4.0,1012.0,29.89,0.2,32.3,29.7,85.4,0.0,0.0,Light Rain,rain,0,1,0,0,0,0,1,15,51,7
207,23.9,75.0,21.1,70.0,84.0,7.4,4.6,33.3,20.7,170,South,11.3,7.0,1011.7,29.88,0.2,32.3,29.7,85.4,0.0,0.0,Scattered Clouds,partlycloudy,0,0,0,0,0,0,1,16,35,7
208,23.3,73.9,21.1,70.0,87.0,7.4,4.6,33.3,20.7,0,North,11.3,7.0,1011.7,29.88,0.2,32.3,29.7,85.4,0.0,0.0,Clear,clear,0,0,0,0,0,0,1,16,51,7
209,22.2,72.0,19.4,66.9,84.0,7.4,4.6,33.3,20.7,0,Variable,2.8,1.8,1012.4,29.9,0.2,32.3,29.7,85.4,0.3,0.01,Light Rain,rain,0,1,0,0,0,0,1,17,34,7
210,21.1,70.0,19.4,66.9,90.0,13.0,8.1,33.3,20.7,300,WNW,0.4,0.2,1012.8,29.91,0.2,32.3,29.7,85.4,2.0,0.08,Heavy Rain,rain,1,1,0,0,0,0,1,17,51,7
211,21.1,70.0,20.0,68.0,93.0,7.4,4.6,33.3,20.7,0,Variable,3.2,2.0,1012.8,29.91,0.2,32.3,29.7,85.4,5.1,0.2,Light Rain,rain,0,1,0,0,0,0,1,18,8,7
212,21.1,70.0,20.0,68.0,93.0,5.6,3.5,33.3,20.7,0,Variable,0.8,0.5,1013.1,29.92,0.2,32.3,29.7,85.4,5.1,0.2,Heavy Rain,rain,1,1,0,0,0,0,1,18,14,7
213,21.7,71.1,20.6,69.1,93.0,5.6,3.5,33.3,20.7,0,Variable,3.2,2.0,1012.4,29.9,0.2,32.3,29.7,85.4,7.9,0.31,Light Rain,rain,0,1,0,0,0,0,1,18,26,7
214,21.7,71.1,20.6,69.1,93.0,5.6,3.5,33.3,20.7,0,Variable,6.4,4.0,1012.1,29.89,0.2,32.3,29.7,85.4,7.9,0.31,Overcast,cloudy,0,0,0,0,0,0,1,18,34,7
215,22.2,72.0,20.6,69.1,91.0,0.0,0.0,33.3,20.7,0,North,6.4,4.0,1011.5,29.87,0.2,32.3,29.7,85.4,7.9,0.31,Scattered Clouds,partlycloudy,0,0,0,0,0,0,1,18,51,7
216,21.7,71.1,20.0,68.0,90.0,7.4,4.6,33.3,20.7,0,Variable,6.4,4.0,1011.7,29.88,0.2,32.3,29.7,85.4,0.5,0.02,Clear,clear,0,0,0,0,0,0,1,19,51,7
217,21.1,70.0,20.0,68.0,93.0,0.0,0.0,33.3,20.7,0,North,9.7,6.0,1011.1,29.86,0.2,32.3,29.7,85.4,0.0,0.0,Partly Cloudy,partlycloudy,0,0,0,0,0,0,1,20,51,7
218,21.1,70.0,18.9,66.0,87.0,16.7,10.4,25.9,16.1,10,North,14.5,9.0,1012.8,29.91,0.2,32.3,29.7,85.4,0.5,0.02,Mostly Cloudy,mostlycloudy,0,0,0,0,0,0,1,21,32,7
219,20.6,69.1,19.4,66.9,93.0,5.6,3.5,33.3,20.7,270,West,11.3,7.0,1012.1,29.89,0.2,32.3,29.7,85.4,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0,1,21,51,7
220,20.0,68.0,18.9,66.0,93.0,0.0,0.0,33.3,20.7,0,North,1.2,0.8,1014.1,29.95,0.2,32.3,29.7,85.4,0.5,0.02,Heavy Rain,rain,0,1,0,0,0,0,1,22,9,7
221,19.4,66.9,18.3,64.9,93.0,0.0,0.0,33.3,20.7,0,North,4.0,2.5,1012.4,29.9,0.2,32.3,29.7,85.4,11.2,0.44,Light Rain,rain,0,1,0,0,0,0,1,22,25,7
222,19.4,66.9,18.3,64.9,93.0,0.0,0.0,33.3,20.7,0,North,8.0,5.0,1012.4,29.9,0.2,32.3,29.7,85.4,11.2,0.44,Light Rain,rain,0,1,0,0,0,0,1,22,29,7
223,18.9,66.0,17.8,64.0,93.0,5.6,3.5,33.3,20.7,260,West,14.5,9.0,1012.4,29.9,0.2,32.3,29.7,85.4,11.2,0.44,Mostly Cloudy,mostlycloudy,0,0,0,0,0,0,1,22,38,7
224,19.4,66.9,18.3,64.9,93.0,5.6,3.5,33.3,20.7,0,Variable,12.9,8.0,1011.6,29.88,0.2,32.3,29.7,85.4,11.2,0.44,Scattered Clouds,partlycloudy,0,0,0,0,0,0,1,22,51,7
225,19.4,66.9,18.3,64.9,93.0,0.0,0.0,33.3,20.7,0,North,6.4,4.0,1011.2,29.86,0.2,32.3,29.7,85.4,0.5,0.02,Clear,clear,0,0,0,0,0,0,1,23,51,7
226,21.7,71.1,20.6,69.1,93.0,11.1,6.9,33.3,20.7,60,ENE,8.0,5.0,1018.5,30.08,0.2,32.3,29.7,85.4,0.8,0.03,Light Rain,rain,0,1,0,0,0,0,1,0,25,8
227,21.7,71.1,20.0,68.0,90.0,13.0,8.1,33.3,20.7,50,NE,4.8,3.0,1017.3,30.04,0.2,32.3,29.7,85.4,1.3,0.05,Light Rain,rain,0,1,0,0,0,0,1,0,51,8
228,21.7,71.1,20.0,68.0,90.0,11.1,6.9,33.3,20.7,80,East,12.9,8.0,1016.8,30.03,0.2,32.3,29.7,85.4,0.0,0.0,Overcast,cloudy,0,0,0,0,0,0,1,1,51,8
229,21.1,70.0,20.0,68.0,93.0,7.4,4.6,33.3,20.7,80,East,11.3,7.0,1016.4,30.02,0.2,32.3,29.7,85.4,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0,1,2,51,8
230,21.1,70.0,19.4,66.9,90.0,7.4,4.6,33.3,20.7,0,North,14.5,9.0,1017.5,30.05,0.2,32.3,29.7,85.4,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0,1,3,31,8
