,Temp (C),Temp (F),Dew Point (C),Dew Point (F),Humidity (%),Wind Speed (km/h),Wind Speed (mph),Wind Gust (km/h),Wind Gust (mph),Wind Dir (Degrees),Wind Dir (Compass),Visibility (km),Visibility (miles),Pressure (mb),Pressure (in),Wind Chill (C),Wind Chill (F),Heat Index (C),Heat Index (F),Precipitation (mm),Precipitation (in),Weather Condition,Weather Icon,Fog Present (1/0),Rain Present (1/0),Snow Present (1/0),Hail Present (1/0),Thunder Present (1/0),Tornado Present (1/0),Month,Hour,Minute,day
5962,33.9,93.0,15.6,60.1,33.0,9.3,5.8,33.3,20.7,30,NNE,14.5,9.0,1012.0,29.89,0.2,32.3,33.7,92.7,0.5,0.02,Clear,clear,0,0,0,0,0,0,7,12,51,28
5963,35.0,95.0,13.3,55.9,27.0,7.4,4.6,33.3,20.7,0,Variable,14.5,9.0,1011.0,29.86,0.2,32.3,34.1,93.4,0.5,0.02,Clear,clear,0,0,0,0,0,0,7,13,51,28
5964,33.3,91.9,18.3,64.9,41.0,7.4,4.6,33.3,20.7,0,Variable,12.9,8.0,1010.5,29.84,0.2,32.3,34.5,94.1,0.5,0.02,Partly Cloudy,partlycloudy,0,0,0,0,0,0,7,14,51,28
5965,30.6,87.1,19.4,66.9,51.0,5.6,3.5,33.3,20.7,0,Variable,12.9,8.0,1010.8,29.85,0.2,32.3,32.2,89.9,0.5,0.02,Clear,clear,0,0,0,0,0,0,7,15,51,28
5966,28.9,84.0,21.1,70.0,63.0,7.4,4.6,33.3,20.7,0,Variable,11.3,7.0,1010.6,29.85,0.2,32.3,31.3,88.4,0.5,0.02,Clear,clear,0,0,0,0,0,0,7,16,51,28
5967,28.3,82.9,20.6,69.1,63.0,9.3,5.8,33.3,20.7,0,Variable,11.3,7.0,1011.5,29.87,0.2,32.3,30.3,86.5,0.5,0.02,Mostly Cloudy,mostlycloudy,0,0,0,0,0,0,7,17,51,28
5968,26.7,80.1,21.1,70.0,71.0,7.4,4.6,33.3,20.7,0,North,9.7,6.0,1011.7,29.88,0.2,32.3,28.4,83.2,0.0,0.0,Light Rain,rain,0,1,0,0,0,0,7,18,51,28
5969,26.7,80.1,19.4,66.9,64.0,11.1,6.9,33.3,20.7,270,West,12.9,8.0,1011.6,29.88,0.2,32.3,28.0,82.3,0.0,0.0,Clear,clear,0,0,0,0,0,0,7,19,51,28
5970,26.1,79.0,19.4,66.9,66.0,5.6,3.5,33.3,20.7,260,West,11.3,7.0,1011.5,29.87,0.2,32.3,29.7,85.4,0.5,0.02,Partly Cloudy,partlycloudy,0,0,0,0,0,0,7,20,51,28
5971,26.1,79.0,19.4,66.9,66.0,5.6,3.5,33.3,20.7,0,Variable,4.8,3.0,1011.6,29.88,0.2,32.3,29.7,85.4,0.0,0.0,Haze,hazy,0,0,0,0,0,0,7,21,51,28
5972,26.1,79.0,20.0,68.0,69.0,7.4,4.6,33.3,20.7,0,Variable,4.8,3.0,1011.7,29.88,0.2,32.3,29.7,85.4,0.5,0.02,Haze,hazy,0,0,0,0,0,0,7,22,51,28
5973,25.0,77.0,21.1,70.0,79.0,0.0,0.0,33.3,20.7,0,North,6.4,4.0,1011.6,29.88,0.2,32.3,29.7,85.4,0.5,0.02,Haze,hazy,0,0,0,0,0,0,7,23,51,28
5974,24.4,75.9,21.7,71.1,85.0,0.0,0.0,33.3,20.7,0,North,8.0,5.0,1011.3,29.87,0.2,32.3,29.7,85.4,0.0,0.0,Light Rain,rain,0,1,0,0,0,0,7,0,51,29
5975,23.9,75.0,22.2,72.0,90.0,5.6,3.5,33.3,20.7,80,East,6.4,4.0,1011.3,29.87,0.2,32.3,29.7,85.4,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0,7,1,51,29
5976,23.9,75.0,22.2,72.0,90.0,7.4,4.6,33.3,20.7,50,NE,6.4,4.0,1011.4,29.87,0.2,32.3,29.7,85.4,0.3,0.01,Light Rain,rain,0,1,0,0,0,0,7,2,43,29
5977,23.9,75.0,22.2,72.0,90.0,7.4,4.6,33.3,20.7,40,NE,4.8,3.0,1010.4,29.84,0.2,32.3,29.7,85.4,0.5,0.02,Light Rain,rain,0,1,0,0,0,0,7,2,51,29
5978,23.9,75.0,22.2,72.0,90.0,5.6,3.5,33.3,20.7,0,Variable,3.2,2.0,1011.4,29.87,0.2,32.3,29.7,85.4,0.0,0.0,Overcast,cloudy,0,0,0,0,0,0,7,3,6,29
5979,23.0,73.4,21.0,69.8,88.0,9.3,5.8,33.3,20.7,0,Variable,4.8,3.0,1011.1,29.86,0.2,32.3,29.7,85.4,1.5,0.06,Rain,rain,0,1,0,0,0,0,7,3,49,29
5980,22.8,73.0,21.1,70.0,90.0,5.6,3.5,33.3,20.7,0,Variable,4.8,3.0,1010.2,29.83,0.2,32.3,29.7,85.4,1.8,0.07,Light Rain,rain,0,1,0,0,0,0,7,3,51,29
5981,22.8,73.0,21.7,71.1,93.0,0.0,0.0,33.3,20.7,0,North,4.8,3.0,1011.1,29.86,0.2,32.3,29.7,85.4,0.0,0.0,Overcast,cloudy,0,0,0,0,0,0,7,4,7,29
5982,22.8,73.0,21.7,71.1,93.0,5.6,3.5,33.3,20.7,0,Variable,4.0,2.5,1011.4,29.87,0.2,32.3,29.7,85.4,0.3,0.01,Light Rain,rain,0,1,0,0,0,0,7,4,17,29
5983,22.8,73.0,21.1,70.0,90.0,5.6,3.5,33.3,20.7,0,Variable,2.8,1.8,1011.4,29.87,0.2,32.3,29.7,85.4,1.0,0.04,Heavy Rain,rain,0,1,0,0,0,0,7,4,29,29
5984,23.0,73.4,21.0,69.8,88.0,13.0,8.1,33.3,20.7,30,NNE,4.0,2.5,1010.4,29.84,0.2,32.3,29.7,85.4,3.0,0.12,Rain,rain,0,1,0,0,0,0,7,4,46,29
5985,22.2,72.0,21.1,70.0,93.0,9.3,5.8,33.3,20.7,0,Variable,4.0,2.5,1009.5,29.81,0.2,32.3,29.7,85.4,3.3,0.13,Rain,rain,0,1,0,0,0,0,7,4,51,29
5986,22.2,72.0,21.1,70.0,93.0,0.0,0.0,33.3,20.7,0,North,2.8,1.8,1011.1,29.86,0.2,32.3,29.7,85.4,0.8,0.03,Rain,rain,0,1,0,0,0,0,7,5,1,29
5987,21.7,71.1,20.6,69.1,93.0,9.3,5.8,33.3,20.7,0,Variable,0.8,0.5,1011.4,29.87,0.2,32.3,29.7,85.4,5.6,0.22,Heavy Rain,rain,1,1,0,0,0,0,7,5,13,29
5988,21.1,70.0,20.0,68.0,93.0,18.5,11.5,27.8,17.3,60,ENE,1.2,0.8,1011.4,29.87,0.2,32.3,29.7,85.4,13.0,0.51,Heavy Rain,rain,0,1,0,0,0,0,7,5,25,29
5989,21.1,70.0,20.0,68.0,93.0,13.0,8.1,33.3,20.7,50,NE,2.0,1.2,1011.4,29.87,0.2,32.3,29.7,85.4,14.5,0.57,Heavy Rain,rain,0,1,0,0,0,0,7,5,32,29
5990,21.1,70.0,20.0,68.0,93.0,11.1,6.9,33.3,20.7,0,Variable,3.2,2.0,1011.4,29.87,0.2,32.3,29.7,85.4,15.5,0.61,Light Rain,rain,0,1,0,0,0,0,7,5,40,29
5991,21.1,70.0,20.0,68.0,93.0,16.7,10.4,27.8,17.3,60,ENE,6.4,4.0,1010.3,29.84,0.2,32.3,29.7,85.4,15.7,0.62,Light Rain,rain,0,1,0,0,0,0,7,5,51,29
5992,21.7,71.1,20.0,68.0,90.0,9.3,5.8,33.3,20.7,0,Variable,6.4,4.0,1010.4,29.84,0.2,32.3,29.7,85.4,0.3,0.01,Light Rain,rain,0,1,0,0,0,0,7,6,51,29
5993,21.1,70.0,20.0,68.0,93.0,11.1,6.9,33.3,20.7,0,Variable,4.0,2.5,1011.1,29.86,0.2,32.3,29.7,85.4,0.3,0.01,Rain,rain,0,1,0,0,0,0,7,7,13,29
5994,21.0,69.8,19.0,66.2,88.0,13.0,8.1,33.3,20.7,90,East,2.0,1.2,1011.4,29.87,0.2,32.3,29.7,85.4,1.5,0.06,Rain,rain,0,1,0,0,0,0,7,7,46,29
5995,20.6,69.1,19.4,66.9,93.0,11.1,6.9,33.3,20.7,0,Variable,2.8,1.8,1010.5,29.84,0.2,32.3,29.7,85.4,1.8,0.07,Light Rain,rain,0,1,0,0,0,0,7,7,51,29
5996,21.1,70.0,19.4,66.9,90.0,5.6,3.5,33.3,20.7,0,Variable,4.0,2.5,1011.7,29.88,0.2,32.3,29.7,85.4,0.3,0.01,Light Rain,rain,0,1,0,0,0,0,7,7,58,29
5997,20.6,69.1,19.4,66.9,93.0,0.0,0.0,33.3,20.7,0,North,1.2,0.8,1011.7,29.88,0.2,32.3,29.7,85.4,1.8,0.07,Heavy Rain,rain,0,1,0,0,0,0,7,8,22,29
5998,20.6,69.1,19.4,66.9,93.0,5.6,3.5,33.3,20.7,0,Variable,3.2,2.0,1012.1,29.89,0.2,32.3,29.7,85.4,3.3,0.13,Light Rain,rain,0,1,0,0,0,0,7,8,36,29
5999,21.1,70.0,19.4,66.9,90.0,9.3,5.8,33.3,20.7,60,ENE,4.8,3.0,1012.1,29.89,0.2,32.3,29.7,85.4,3.3,0.13,Light Rain,rain,0,1,0,0,0,0,7,8,42,29
6000,21.1,70.0,19.4,66.9,90.0,5.6,3.5,33.3,20.7,0,Variable,4.0,2.5,1011.5,29.87,0.2,32.3,29.7,85.4,3.3,0.13,Light Rain,rain,0,1,0,0,0,0,7,8,51,29
6001,21.1,70.0,19.4,66.9,90.0,7.4,4.6,33.3,20.7,0,Variable,2.8,1.8,1012.4,29.9,0.2,32.3,29.7,85.4,0.0,0.0,Light Rain,rain,0,1,0,0,0,0,7,8,55,29
6002,21.1,70.0,19.4,66.9,90.0,5.6,3.5,33.3,20.7,40,NE,3.2,2.0,1012.4,29.9,0.2,32.3,29.7,85.4,0.3,0.01,Light Rain,rain,0,1,0,0,0,0,7,9,1,29
6003,21.0,69.8,19.0,66.2,88.0,13.0,8.1,33.3,20.7,70,ENE,6.4,4.0,1011.7,29.88,0.2,32.3,29.7,85.4,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0,7,9,47,29
6004,21.1,70.0,19.4,66.9,90.0,11.1,6.9,33.3,20.7,0,Variable,6.4,4.0,1010.6,29.85,0.2,32.3,29.7,85.4,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0,7,9,51,29
6005,22.8,73.0,20.0,68.0,84.0,13.0,8.1,33.3,20.7,30,NNE,9.7,6.0,1011.1,29.86,0.2,32.3,29.7,85.4,0.5,0.02,Haze,hazy,0,0,0,0,0,0,7,10,51,29
6006,23.9,75.0,20.0,68.0,79.0,16.7,10.4,33.3,20.7,50,NE,12.9,8.0,1011.1,29.86,0.2,32.3,29.7,85.4,0.5,0.02,Mostly Cloudy,mostlycloudy,0,0,0,0,0,0,7,11,51,29
6007,24.4,75.9,20.0,68.0,76.0,9.3,5.8,33.3,20.7,0,Variable,12.9,8.0,1012.1,29.89,0.2,32.3,29.7,85.4,0.5,0.02,Mostly Cloudy,mostlycloudy,0,0,0,0,0,0,7,11,59,29
6008,24.4,75.9,20.0,68.0,76.0,5.6,3.5,33.3,20.7,0,Variable,12.9,8.0,1010.6,29.85,0.2,32.3,29.7,85.4,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0,7,12,51,29
6009,25.0,77.0,20.0,68.0,74.0,7.4,4.6,33.3,20.7,0,Variable,11.3,7.0,1010.2,29.83,0.2,32.3,29.7,85.4,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0,7,13,51,29
6010,27.2,81.0,20.6,69.1,67.0,7.4,4.6,33.3,20.7,0,Variable,12.9,8.0,1011.1,29.86,0.2,32.3,28.9,84.1,0.5,0.02,Mostly Cloudy,mostlycloudy,0,0,0,0,0,0,7,14,8,29
6011,27.2,81.0,20.0,68.0,65.0,5.6,3.5,33.3,20.7,0,Variable,12.9,8.0,1010.3,29.84,0.2,32.3,28.8,83.8,0.5,0.02,Mostly Cloudy,mostlycloudy,0,0,0,0,0,0,7,14,51,29
6012,27.8,82.0,20.0,68.0,62.0,0.0,0.0,33.3,20.7,0,North,11.3,7.0,1010.4,29.84,0.2,32.3,29.4,84.9,0.5,0.02,Clear,clear,0,0,0,0,0,0,7,15,51,29
6013,28.3,82.9,20.0,68.0,60.0,7.4,4.6,33.3,20.7,80,East,12.9,8.0,1010.1,29.83,0.2,32.3,29.9,85.8,0.5,0.02,Clear,clear,0,0,0,0,0,0,7,16,51,29
6014,28.3,82.9,20.6,69.1,63.0,0.0,0.0,33.3,20.7,0,North,12.9,8.0,1010.5,29.84,0.2,32.3,30.3,86.5,0.5,0.02,Clear,clear,0,0,0,0,0,0,7,17,51,29
6015,27.2,81.0,20.6,69.1,67.0,5.6,3.5,33.3,20.7,0,Variable,11.3,7.0,1011.1,29.86,0.2,32.3,28.9,84.1,0.5,0.02,Clear,clear,0,0,0,0,0,0,7,18,51,29
6016,26.1,79.0,20.0,68.0,69.0,9.3,5.8,33.3,20.7,0,Variable,11.3,7.0,1011.6,29.88,0.2,32.3,29.7,85.4,0.5,0.02,Partly Cloudy,partlycloudy,0,0,0,0,0,0,7,19,51,29
6017,25.6,78.1,19.4,66.9,68.0,5.6,3.5,33.3,20.7,170,South,14.5,9.0,1012.0,29.89,0.2,32.3,29.7,85.4,0.5,0.02,Scattered Clouds,partlycloudy,0,0,0,0,0,0,7,20,51,29
6018,25.0,77.0,19.4,66.9,71.0,0.0,0.0,33.3,20.7,0,North,14.5,9.0,1012.6,29.91,0.2,32.3,29.7,85.4,0.5,0.02,Clear,clear,0,0,0,0,0,0,7,21,51,29
6019,25.6,78.1,20.0,68.0,71.0,0.0,0.0,33.3,20.7,0,North,12.9,8.0,1013.0,29.92,0.2,32.3,29.7,85.4,0.5,0.02,Clear,clear,0,0,0,0,0,0,7,22,51,29
6020,25.0,77.0,20.6,69.1,76.0,5.6,3.5,33.3,20.7,0,Variable,12.9,8.0,1013.3,29.93,0.2,32.3,29.7,85.4,0.5,0.02,Clear,clear,0,0,0,0,0,0,7,23,51,29
6021,25.0,77.0,20.6,69.1,76.0,0.0,0.0,33.3,20.7,0,North,12.9,8.0,1013.5,29.93,0.2,32.3,29.7,85.4,0.5,0.02,Clear,clear,0,0,0,0,0,0,7,0,51,30
6022,25.0,77.0,20.6,69.1,76.0,0.0,0.0,33.3,20.7,0,North,12.9,8.0,1013.4,29.93,0.2,32.3,29.7,85.4,0.5,0.02,Clear,clear,0,0,0,0,0,0,7,1,51,30
6023,24.4,75.9,21.1,70.0,82.0,0.0,0.0,33.3,20.7,0,North,11.3,7.0,1013.5,29.93,0.2,32.3,29.7,85.4,0.5,0.02,Clear,clear,0,0,0,0,0,0,7,2,51,30
6024,23.9,75.0,20.6,69.1,82.0,5.6,3.5,33.3,20.7,280,West,12.9,8.0,1013.8,29.94,0.2,32.3,29.7,85.4,0.5,0.02,Clear,clear,0,0,0,0,0,0,7,3,51,30
6025,23.9,75.0,19.4,66.9,76.0,5.6,3.5,33.3,20.7,300,WNW,14.5,9.0,1013.9,29.94,0.2,32.3,29.7,85.4,0.5,0.02,Clear,clear,0,0,0,0,0,0,7,4,51,30
6026,23.3,73.9,19.4,66.9,79.0,0.0,0.0,33.3,20.7,0,North,12.9,8.0,1014.3,29.96,0.2,32.3,29.7,85.4,0.5,0.02,Clear,clear,0,0,0,0,0,0,7,5,51,30
6027,23.9,75.0,20.6,69.1,82.0,0.0,0.0,33.3,20.7,0,North,9.7,6.0,1015.0,29.98,0.2,32.3,29.7,85.4,0.5,0.02,Haze,hazy,0,0,0,0,0,0,7,6,51,30
6028,25.6,78.1,21.1,70.0,76.0,5.6,3.5,33.3,20.7,70,ENE,9.7,6.0,1015.7,30.0,0.2,32.3,29.7,85.4,0.5,0.02,Haze,hazy,0,0,0,0,0,0,7,7,51,30
6029,25.6,78.1,21.1,70.0,76.0,7.4,4.6,33.3,20.7,60,ENE,6.4,4.0,1016.1,30.01,0.2,32.3,29.7,85.4,0.5,0.02,Haze,hazy,0,0,0,0,0,0,7,8,51,30
6030,26.1,79.0,20.6,69.1,72.0,11.1,6.9,33.3,20.7,60,ENE,9.7,6.0,1016.0,30.01,0.2,32.3,29.7,85.4,0.5,0.02,Haze,hazy,0,0,0,0,0,0,7,9,51,30
6031,26.7,80.1,20.6,69.1,69.0,5.6,3.5,33.3,20.7,70,ENE,9.7,6.0,1016.3,30.01,0.2,32.3,28.3,82.9,0.5,0.02,Haze,hazy,0,0,0,0,0,0,7,10,51,30
6032,28.3,82.9,20.6,69.1,63.0,11.1,6.9,33.3,20.7,50,NE,11.3,7.0,1016.2,30.01,0.2,32.3,30.3,86.5,0.5,0.02,Mostly Cloudy,mostlycloudy,0,0,0,0,0,0,7,11,51,30
6033,26.7,80.1,20.0,68.0,67.0,9.3,5.8,33.3,20.7,70,ENE,9.7,6.0,1016.2,30.01,0.2,32.3,28.2,82.7,0.5,0.02,Haze,hazy,0,0,0,0,0,0,7,12,51,30
6034,26.1,79.0,20.6,69.1,72.0,9.3,5.8,33.3,20.7,0,Variable,9.7,6.0,1015.8,30.0,0.2,32.3,29.7,85.4,0.0,0.0,Haze,hazy,0,0,0,0,0,0,7,13,51,30
6035,26.7,80.1,21.7,71.1,74.0,13.0,8.1,33.3,20.7,160,SSE,9.7,6.0,1014.8,29.97,0.2,32.3,28.6,83.6,0.5,0.02,Haze,hazy,0,0,0,0,0,0,7,14,51,30
6036,24.4,75.9,22.2,72.0,87.0,11.1,6.9,33.3,20.7,0,Variable,2.8,1.8,1016.5,30.02,0.2,32.3,29.7,85.4,0.5,0.02,Rain,rain,0,1,0,0,0,0,7,15,42,30
6037,23.9,75.0,22.8,73.0,94.0,7.4,4.6,33.3,20.7,180,South,2.0,1.2,1015.7,30.0,0.2,32.3,29.7,85.4,1.0,0.04,Light Rain,rain,0,1,0,0,0,0,7,15,51,30
6038,23.9,75.0,22.2,72.0,90.0,7.4,4.6,33.3,20.7,0,North,3.2,2.0,1016.5,30.02,0.2,32.3,29.7,85.4,0.3,0.01,Light Rain,rain,0,1,0,0,0,0,7,16,3,30
6039,23.9,75.0,22.2,72.0,90.0,13.0,8.1,33.3,20.7,180,South,2.8,1.8,1016.5,30.02,0.2,32.3,29.7,85.4,0.5,0.02,Light Rain,rain,0,1,0,0,0,0,7,16,15,30
6040,23.9,75.0,22.2,72.0,90.0,5.6,3.5,33.3,20.7,0,Variable,4.0,2.5,1016.8,30.03,0.2,32.3,29.7,85.4,0.8,0.03,Light Rain,rain,0,1,0,0,0,0,7,16,22,30
6041,23.3,73.9,22.2,72.0,93.0,7.4,4.6,33.3,20.7,0,Variable,2.4,1.5,1016.8,30.03,0.2,32.3,29.7,85.4,1.3,0.05,Rain,rain,0,1,0,0,0,0,7,16,41,30
6042,23.3,73.9,22.2,72.0,93.0,7.4,4.6,33.3,20.7,0,Variable,3.2,2.0,1015.9,30.0,0.2,32.3,29.7,85.4,1.8,0.07,Light Rain,rain,0,1,0,0,0,0,7,16,51,30
6043,23.3,73.9,22.2,72.0,93.0,7.4,4.6,33.3,20.7,0,Variable,2.8,1.8,1017.2,30.04,0.2,32.3,29.7,85.4,0.0,0.0,Light Rain,rain,0,1,0,0,0,0,7,17,10,30
6044,23.3,73.9,22.2,72.0,93.0,9.3,5.8,33.3,20.7,0,Variable,3.2,2.0,1017.5,30.05,0.2,32.3,29.7,85.4,0.3,0.01,Light Rain,rain,0,1,0,0,0,0,7,17,31,30
6045,23.3,73.9,22.2,72.0,93.0,5.6,3.5,33.3,20.7,0,Variable,2.4,1.5,1017.5,30.05,0.2,32.3,29.7,85.4,0.5,0.02,Light Rain,rain,0,1,0,0,0,0,7,17,36,30
6046,23.0,73.4,22.0,71.6,94.0,5.6,3.5,33.3,20.7,0,Variable,1.6,1.0,1017.2,30.04,0.2,32.3,29.7,85.4,1.0,0.04,Rain,rain,0,1,0,0,0,0,7,17,46,30
6047,23.3,73.9,22.2,72.0,93.0,5.6,3.5,33.3,20.7,0,Variable,1.6,1.0,1016.4,30.02,0.2,32.3,29.7,85.4,1.5,0.06,Rain,rain,0,1,0,0,0,0,7,17,51,30
6048,23.3,73.9,22.2,72.0,93.0,0.0,0.0,33.3,20.7,0,North,3.2,2.0,1017.2,30.04,0.2,32.3,29.7,85.4,0.8,0.03,Light Rain,rain,0,1,0,0,0,0,7,18,5,30
6049,23.0,73.4,22.0,71.6,94.0,5.6,3.5,33.3,20.7,0,Variable,2.8,1.8,1017.5,30.05,0.2,32.3,29.7,85.4,1.0,0.04,Scattered Clouds,partlycloudy,0,0,0,0,0,0,7,18,48,30
6050,23.3,73.9,22.2,72.0,93.0,0.0,0.0,33.3,20.7,0,North,3.2,2.0,1016.7,30.03,0.2,32.3,29.7,85.4,1.0,0.04,Light Rain,rain,0,1,0,0,0,0,7,18,51,30
6051,23.3,73.9,22.2,72.0,93.0,7.4,4.6,33.3,20.7,160,SSE,4.8,3.0,1017.8,30.06,0.2,32.3,29.7,85.4,0.0,0.0,Light Rain,rain,0,1,0,0,0,0,7,19,2,30
6052,23.3,73.9,22.2,72.0,93.0,7.4,4.6,33.3,20.7,0,Variable,4.0,2.5,1017.8,30.06,0.2,32.3,29.7,85.4,0.0,0.0,Light Rain,rain,0,1,0,0,0,0,7,19,9,30
6053,22.8,73.0,21.7,71.1,93.0,5.6,3.5,33.3,20.7,0,Variable,4.8,3.0,1017.1,30.04,0.2,32.3,29.7,85.4,0.3,0.01,Overcast,cloudy,0,0,0,0,0,0,7,19,51,30
6054,23.3,73.9,22.2,72.0,93.0,0.0,0.0,33.3,20.7,0,North,6.4,4.0,1018.2,30.07,0.2,32.3,29.7,85.4,0.0,0.0,Light Rain,rain,0,1,0,0,0,0,7,20,17,30
6055,23.3,73.9,21.7,71.1,91.0,0.0,0.0,33.3,20.7,0,North,8.0,5.0,1018.2,30.07,0.2,32.3,29.7,85.4,0.0,0.0,Light Rain,rain,0,1,0,0,0,0,7,20,41,30
6056,23.3,73.9,22.2,72.0,93.0,0.0,0.0,33.3,20.7,0,North,6.4,4.0,1017.2,30.04,0.2,32.3,29.7,85.4,0.3,0.01,Light Rain,rain,0,1,0,0,0,0,7,20,51,30
6057,23.3,73.9,22.2,72.0,93.0,0.0,0.0,33.3,20.7,0,North,4.0,2.5,1018.2,30.07,0.2,32.3,29.7,85.4,0.0,0.0,Light Rain,rain,0,1,0,0,0,0,7,21,6,30
6058,23.3,73.9,22.2,72.0,93.0,5.6,3.5,33.3,20.7,0,Variable,4.8,3.0,1018.2,30.07,0.2,32.3,29.7,85.4,0.3,0.01,Light Rain,rain,0,1,0,0,0,0,7,21,14,30
6059,23.3,73.9,22.2,72.0,93.0,0.0,0.0,33.3,20.7,0,North,4.0,2.5,1018.5,30.08,0.2,32.3,29.7,85.4,0.3,0.01,Light Rain,rain,0,1,0,0,0,0,7,21,26,30
6060,23.3,73.9,22.2,72.0,93.0,7.4,4.6,33.3,20.7,170,South,4.8,3.0,1018.5,30.08,0.2,32.3,29.7,85.4,0.5,0.02,Light Rain,rain,0,1,0,0,0,0,7,21,36,30
6061,23.3,73.9,22.2,72.0,93.0,5.6,3.5,33.3,20.7,0,Variable,4.8,3.0,1017.4,30.05,0.2,32.3,29.7,85.4,0.5,0.02,Light Rain,rain,0,1,0,0,0,0,7,21,51,30
6062,23.3,73.9,22.2,72.0,93.0,7.4,4.6,33.3,20.7,0,Variable,4.0,2.5,1018.2,30.07,0.2,32.3,29.7,85.4,0.0,0.0,Mostly Cloudy,mostlycloudy,0,0,0,0,0,0,7,22,7,30
6063,23.3,73.9,22.2,72.0,93.0,5.6,3.5,33.3,20.7,0,Variable,4.8,3.0,1018.2,30.07,0.2,32.3,29.7,85.4,0.0,0.0,Overcast,cloudy,0,0,0,0,0,0,7,22,29,30
6064,23.0,73.4,22.0,71.6,94.0,7.4,4.6,33.3,20.7,150,SSE,6.4,4.0,1017.8,30.06,0.2,32.3,29.7,85.4,0.0,0.0,Overcast,cloudy,0,0,0,0,0,0,7,22,47,30
6065,23.3,73.9,22.2,72.0,93.0,5.6,3.5,33.3,20.7,0,Variable,6.4,4.0,1016.8,30.03,0.2,32.3,29.7,85.4,0.0,0.0,Overcast,cloudy,0,0,0,0,0,0,7,22,51,30
6066,23.3,73.9,22.2,72.0,93.0,0.0,0.0,33.3,20.7,0,North,3.2,2.0,1018.2,30.07,0.2,32.3,29.7,85.4,0.5,0.02,Mostly Cloudy,mostlycloudy,0,0,0,0,0,0,7,23,22,30
6067,23.3,73.9,22.2,72.0,93.0,5.6,3.5,33.3,20.7,0,Variable,3.2,2.0,1016.8,30.03,0.2,32.3,29.7,85.4,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0,7,23,51,30
6068,23.3,73.9,22.2,72.0,93.0,5.6,3.5,33.3,20.7,0,Variable,4.0,2.5,1017.5,30.05,0.2,32.3,29.7,85.4,0.5,0.02,Mostly Cloudy,mostlycloudy,0,0,0,0,0,0,7,0,12,31
6069,23.3,73.9,22.2,72.0,93.0,9.3,5.8,33.3,20.7,160,SSE,4.8,3.0,1017.8,30.06,0.2,32.3,29.7,85.4,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0,7,0,44,31
6070,23.3,73.9,22.2,72.0,93.0,9.3,5.8,33.3,20.7,180,South,4.8,3.0,1016.7,30.03,0.2,32.3,29.7,85.4,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0,7,0,51,31
6071,23.3,73.9,22.2,72.0,93.0,7.4,4.6,33.3,20.7,0,Variable,6.4,4.0,1017.2,30.04,0.2,32.3,29.7,85.4,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0,7,1,10,31
6072,23.3,73.9,22.2,72.0,93.0,7.4,4.6,33.3,20.7,140,SE,6.4,4.0,1017.2,30.04,0.2,32.3,29.7,85.4,0.5,0.02,Mostly Cloudy,mostlycloudy,0,0,0,0,0,0,7,1,26,31
6073,23.3,73.9,22.2,72.0,93.0,0.0,0.0,33.3,20.7,0,North,4.8,3.0,1015.8,30.0,0.2,32.3,29.7,85.4,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0,7,1,51,31
6074,23.3,73.9,22.2,72.0,93.0,5.6,3.5,33.3,20.7,0,Variable,8.0,5.0,1015.4,29.99,0.2,32.3,29.7,85.4,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0,7,2,51,31
6075,23.3,73.9,22.2,72.0,93.0,5.6,3.5,33.3,20.7,0,Variable,8.0,5.0,1016.5,30.02,0.2,32.3,29.7,85.4,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0,7,3,7,31
6076,23.3,73.9,21.7,71.1,91.0,7.4,4.6,33.3,20.7,0,Variable,9.7,6.0,1015.3,29.99,0.2,32.3,29.7,85.4,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0,7,3,51,31
6077,22.8,73.0,21.1,70.0,90.0,7.4,4.6,33.3,20.7,0,North,11.3,7.0,1016.1,30.01,0.2,32.3,29.7,85.4,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0,7,4,19,31
6078,23.0,73.4,22.0,71.6,94.0,0.0,0.0,33.3,20.7,0,North,9.7,6.0,1016.5,30.02,0.2,32.3,29.7,85.4,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0,7,4,48,31
6079,23.3,73.9,21.7,71.1,91.0,5.6,3.5,33.3,20.7,0,Variable,9.7,6.0,1015.5,29.99,0.2,32.3,29.7,85.4,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0,7,4,51,31
6080,23.3,73.9,21.7,71.1,91.0,0.0,0.0,33.3,20.7,0,North,9.7,6.0,1016.5,30.02,0.2,32.3,29.7,85.4,0.5,0.02,Overcast,cloudy,0,0,0,0,0,0,7,5,3,31
